speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Populus manshurica,,,,,,,Free-standing,,,,,,,,,,,,,
Populus mexicana,,,,,,,Tree,,,,Perennial,,,,,,,,,
Populus minhoensis,,,,,,,Free-standing,,,,,,,,,,,,,
Populus nakaii,,,,,,,Tree,,,,,,,,,,,,,
Populus nigra,"purpurn, hellgrün",dioecious,,,capsule,,Stem erect,,20.0,False,perennial,,2,,,,,,,diffuse-porous
Populus ningshanica,,,,,,,Tree,,,,,,,,,,,,,
Populus pilosa,,,,,,,Tree,,,,,,,,,,,,,
Populus platyphylla,,,,,,,Free-standing,,,,,,,,,,,,,
Populus pruinosa,,,,,,,tree,,,,,,W,,,,,,,
Populus pseudoglauca,,,,,,,Tree,,,,,,,,,,,,,
Populus pseudomaximowiczii,,,,,,,Free-standing,,,,,,,,,,,,,
Populus pseudosimonii,,,,,,,woody,,,,,,W,,,,,,,
Populus qamdoensis,,,,,,,Tree,,,,,,,,,,,,,
Populus qiongdaoensis,,,,,,,Free-standing,,,,,,,,,,,,,
Populus schneideri,,,,,,,Free-standing,,,,,,,,,,,,,
Populus shanxiensis,,,,,,,Tree,,,,,,,,,,,,,
Populus simaroa,,,,,,,Tree,,,,,,,,,,,,,
Populus simonii,,,,,,,Tree,,,False,perennial,,woody,,,,,,,
Populus suaveolens,,,,,,,Tree,,,,,,,,,,,,,
Populus tomentosa,,,,,,,Tree,,,False,,,W,,,,,,,
Populus tremula,"purpurngrau, rötlich",dioecious,,,capsule,,Tree,,15.0,False,always pluriennial-pollakanthic,,w,,,,no,20.0,,diffuse-porous
Populus tremuloides,,dioiceous,,,,,Tree,3.5,18.6,False,200.0,213.0,woody,,,,0,,,diffuse-porous
Populus trichocarpa,"purpurn, hellgrün",dioecious,,,capsule,,Stem erect,,,,always pluriennial-pollakanthic,,woody,,,,,,,diffuse-porous
Populus trinervis,,,,,,,Tree,,,,,,,,,,,,,
Populus violascens,,,,,,,Free-standing,,,,,,,,,,,,,
Populus wenxianica,,,,,,,Free-standing,,,,,,,,,,,,,
Populus wuana,,,,,,,Tree,,,,,,,,,,,,,
Populus xiangchengensis,,,,,,,Free-standing,,,,,,,,,,,,,
Populus yatungensis,,,,,,,Tree,,,,,,,,,,,,,
Populus yuana,,,,,,,Free-standing,,,,,,,,,,,,,
Populus yunnanensis,,,,,,,Tree,,,,1300.0,,W,,,,,,,
Populus × berolinensis,,,,,,,Tree,,,False,,,,,,,,,,
Populus × canadensis,,,,,,,T,,,,,,,,,,,,,
Populus × xiaohei,,,,,,,Tree,,,,,,,,,,,,,
Populus × xiaozhuanica,,,,,,,Tree,,,False,,,,,,,,,,
Prunus accumulans,,,,,,,Tree,,,,,,,,,,,,,
Prunus africana,,,,,,,shrub,,,,,,W,,,,,,,
Prunus alaica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus americana,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Prunus amplifolia,,,,,,,Tree,,,,,,,,,,,,,
Prunus amygdalus,,,,,,,Tree,,,,,,woody,,,,,,,diffuse-porous
Prunus andersonii,,,,,,,Shrub,,,,,,W,,,,,,,
Prunus angustifolia,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Prunus annularis,,,,,,,Tree,,,,,,woody,,,,,,,
Prunus apetala,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus arabica,,,,,,,woody,,,,,,woody,,,,,,,
Prunus arborea,,,,,,,T,,,,,,W,,,,,,,
Prunus armeniaca,weiß bis blassrosa,hermaphroditic,,,drupe,,Stem erect,,2.0,False,always pluriennial-pollakanthic,,woody,,,,,,,semi-ring-porous
Prunus avium,weiß,hermaphroditic,,,drupe,,Stem erect,,3.0,False,always pluriennial-pollakanthic,,w,,,,physiological,15.0,,semi-ring-porous
Prunus barbata,,,,,,,Tree,,,,,,,,,,,,,
Prunus beccarii,,,,,,,tree,,,,,,woody,,,,,,,
Prunus bifrons,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus brachybotrya,,,,,,,tree,,,,,,W,,,,,,,
Prunus brachypetala,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus brachypoda,,,,,,,tree/woody,,,,,,W,,,,,,,
Prunus brachystachya,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus bracteopadus,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus brahuica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus brasiliensis,,,,,,,Tree,,,,,,W,,,,,,,
Prunus brassii,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus brigantina,,,,,,,Tree shrub intermediate,,,,,,woody,,,,,,,
Prunus brittoniana,,,,,,,Tree,,,,,,woody,,,,,,,
Prunus bucharica,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus buergeriana,,,,,,,tree,,,,,,W,,,,,,,
Prunus campanulata,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus canescens,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus carduchorum,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus caroliniana,,,,,,,Tree,,,,,,W,,,,,,,
Prunus caudata,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus cerasia,,,,,,,woody,,,,,,woody,,,,,,,
Prunus cerasifera,weiß bis rötlich,hermaphroditic,,,drupe,,Stem erect,,3.0,False,always pluriennial-pollakanthic,,woody,,,,,,,diffuse-porous
Prunus cerasoides,,,,,,,Tree (deciduous),,,,,,W,,,,,,,
Prunus cerasus,weiß,hermaphroditic,,,drupe,,Stem erect,,1.5,,always pluriennial-pollakanthic,,woody,,,,,,,semi-ring-porous
Prunus ceylanica,,,,,,,tree,,,,,,W,,,,,,,
Prunus chamissoana,,,,,,,Tree,,,,,,woody,,,,,,,
Prunus choreiana,,,,,,,Free-standing,,,,,,W,,,,,,,
Prunus clarofolia,,,,,,,Tree,,,False,,,W,,,,,,,
Prunus clementis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus cocomilia,,,,,,,Tree shrub intermediate,,,,,,W,,,,,,,
Prunus conadenia,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus conradinae,,,,,,,woody,,,,,,W,,,,,,,
Prunus cornuta,,,,,,,tree,,,,,,W,,,,,,,
Prunus cortapico,,,,,,,Tree,,,,,,W,,,,,,,
Prunus costata,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus crassifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus cyclamina,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus darvasica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus dasycarpa,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus davidiana,,,,,,,Shrub,,,False,perennial,,woody,,,,,,,
Prunus dawyckensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus debilis,,,,,,,tree,,,,,,woody,,,,,,,
Prunus detrita,,,,,,,Tree,,,,,,woody,,,,,,,
Prunus dictyoneura,,,,,,,Shrub,,,False,,,,,,,,,,
Prunus discadenia,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus discoidea,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus dolichadenia,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus dolichobotrys,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus domestica,weiß bis grünlichweiß,hermaphroditic,,,drupe,,Stem erect,,3.0,False,always pluriennial-pollakanthic,,woody,,,,,,,diffuse-porous
Prunus emarginata,,,,,,,shrub,,,,30.0,,woody,,,,,,,
Prunus eremophila,,,,,,,Shrub,,,,,,,,,,,,,
Prunus erythrocarpa,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus fasciculata,,,,,,,shrub,,,,,,woody,,,,,,,semi
Prunus fenzliana,,,,,,,woody,,,,,,woody,,,,,,,
Prunus ferganensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus ferganica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus ferruginea,,,,,,,Tree,,,,,,W,,,,,,,
Prunus fordiana,,,,,,,woody,,,,,,woody,,,,,,,
Prunus fragrans,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus fremontii,,,,,,,Shrub,,,,,,woody,,,,,,,
Prunus fruticosa,weiß,hermaphroditic,,,drupe,,Stem erect,,0.3,False,always pluriennial-pollakanthic,,woody,,,,,,,
Prunus fujianensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus gazelle-peninsulae,,,,,,,woody,,,,,,W,,,,,,,
Prunus geniculata,,,,,,,Shrub,,,,,,,,,,,,,
Prunus gentryi,,,,,,,Tree,,,,,,,,,,,,,
Prunus glabrifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus glandulosa,,,,,,,Shrub,,,False,,,W,,,,,,,
Prunus gracilis,,,,,,,Shrub,,,,,,,,,,,,,
Prunus grayana,,,,,,,T,,,,,,woody,,,,,,,
Prunus grisea,,,,,,,woody,,,,,,W,,,,,,,
Prunus guanaiensis,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus guatemalensis,,,,,,,Tree,,,,,,,,,,,,,
Prunus hainanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus hargraonensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus havardii,,,,,,,Shrub,,,,,,,,,,,,,
Prunus henryi,,,,,,,woody,,,,,,woody,,,,,,,
Prunus herthae,,,,,,,Tree,,,,,,,,,,,,,
Prunus himalaica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus himalayana,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus hippophaeoides,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus hirtipes,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus hortulana,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Prunus huantensis,,,,,,,Tree,,,,,,,,,,,,,
Prunus humilis,,,,,,,Shrub,,,False,,,woody,,,,,,,
Prunus hypoleuca,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus hypotricha,,,,,,,tree,,,,,,woody,,,,,,,
Prunus hypotrichodes,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus hypoxantha,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus ilicifolia,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Prunus incana,,,,,,,S,,,,,,W,,,,,,,
Prunus incisa,,,,,,,woody,,,,,,W,,,,,,,
Prunus incisoserrata,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus insititia,,,,,,,Tree,,3.0,,,,W,,,,,,,
Prunus integrifolia,,,,,,,Tree,,,,,,,,,,,,,
Prunus jacquemontii,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus jamasakura,,,,,,,W,,,,,,woody,,,,,,,
Prunus japonica,,,,,,,Shrub,,,False,,,W,,,,,,,
Prunus javanica,,,,,,,woody,,,,,,W,,,,,,,
Prunus jenkinsii,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus kansuensis,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus kinabaluensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus korshinskyi,,,,,,,woody,,,,,,W,,,,,,,
Prunus kotschyi,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus lamponga,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus lancilimba,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus lannesiana,,,,,,,tree,,,,perennial,,woody,,,,,,,
Prunus laurocerasus,,,,,,,tree / shrub,,1.0,False,perennial,,w,,,,,,,
Prunus laxinervis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus ledebouriana,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus leveilleana,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus ligustrina,,,,,,,Tree,,,,,,,,,,,,,
Prunus lundelliana,,,,,,,tree,,,,,,woody,,,,,,,
Prunus lusitanica,,,,,,,tree / shrub,,,False,Perennial,,w,,,,,,,
Prunus lycioides,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus maackii,,,,,,,Tree,,,False,,,W,,,,,,,
Prunus mahaleb,weiß,hermaphroditic,,,drupe,,Stem erect,,1.5,False,always pluriennial-pollakanthic,,woody,,,,,,,semi-ring-porous
Prunus malayana,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus mandshurica,,,,,,,No,,,,,,woody,,,,,,,
Prunus maritima,,,,,,,Shrub,,,,,,W,,,,,,,
Prunus marsupialis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus matudae,,,,,,,trees,,,,,,,,,,,,,
Prunus maximowiczii,,,,,,,tree,,,,,,woody,,,,,,,
Prunus mexicana,,,,,,,woody,,,,,,W,,,,,,,
Prunus microcarpa,,,,,,,No,,,,,,woody,,,,,,,
Prunus minutiflora,,,,,,,Shrub,,,,,,woody,,,,,,,
Prunus mira,,,,,,,tree,,,,,,woody,,,,,,,
Prunus mongolica,,,,,,,Shrub,,,False,,,,,,,,,,
Prunus moritziana,,,,,,,Tree,,,,,,,,,,,,,
Prunus mugus,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus mume,,,,,,,Tree,,,False,,,woody,,,,,,,
Prunus munsoniana,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Prunus muris,,,,,,,trees,,,,,,,,,,,,,
Prunus murrayana,,,,,,,Shrub,,,,,,,,,,,,,
Prunus myrtifolia,,,,,,,Tree,,,,,,woody,,,,,,,
Prunus nachichevanica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus napaulensis,,,,,,,tree,,,,,,W,,,,,,,
Prunus nigra,,,,,,,Tree,,,,,,woody,,,,,,,
Prunus nipponica,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus obtusata,,,,,,,tree,,,,,,woody,,,,,,,
Prunus occidentalis,,,,,,,Tree,,,,,,woody,,,,,,,
Prunus oleifolia,,,,,,,Tree,,,,,,,,,,,,,
Prunus oligantha,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus omissa,,,,,,,Tree,,,,,,,,,,,,,
Prunus oocarpa,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus opaca,,,,,,,Tree,,,,,,,,,,,,,
Prunus padus,weiß,hermaphroditic,,,drupe,,Stem erect,,0.5,False,always pluriennial-pollakanthic,,w,,,,absolute,,epigeal,semi-ring-porous
Prunus parvifolia,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus patentipila,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus pedunculata,,,,,,,Shrub,,,False,,,,,,,,,,
Prunus pensylvanica,,,,,,,tree,,,,20.0,40.0,woody,,,,no,,,
Prunus persica,rosa bis weißlich,hermaphroditic,,,drupe,,Stem erect,,3.0,False,always pluriennial-pollakanthic,,woody,,,,,,,semi-ring-porous
Prunus perulata,,,,,,,tree,,,,,,W,,,,,,,
Prunus petunnikowii,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus phaeosticta,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus pleiocerasus,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus pogonostyla,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus polystachya,,,,,,,tree,,,,,,W,,,,,,,
Prunus polytricha,,,,,,,Tree,,,,,,,,,,,,,
Prunus prostrata,,,,,,,Shrub,,,False,,,W,,,,,,,
Prunus pseudocerasus,,,,,,,Tree,,,False,,,W,,,,,,,
Prunus pseudoprostrata,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus pulgarensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus pullei,,,,,,,woody,,,,,,W,,,,,,,
Prunus pumila,,,,,,,Shrub,,,,perennial,,woody,,,,,,,
Prunus pusilliflora,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus pygeoides,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus ramburii,,,,,,,Shrub,,,,,,,,,,,,,
Prunus ravenii,,,,,,,Tree,,,,,,,,,,,,,
Prunus reflexa,,,,,,,Tree,,,,,,,,,,,,,
Prunus rhamnoides,,,,,,,Tree,,,,,,W,,,,,,,
Prunus rigida,,,,,,,Tree,,,,,,W,,,,,,,
Prunus rivularis,,,,,,,Shrub,,,,,,,,,,,,,
Prunus rotunda,,,,,,,Tree,,,,,,,,,,,,,
Prunus rubiginosa,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus rufa,,,,,,,tree,,,,,,W,,,,,,,
Prunus ruiziana,,,,,,,Tree,,,,,,,,,,,,,
Prunus salasii,,,,,,,Tree,,,,,,,,,,,,,
Prunus salicina,,,,,,,Tree,,,False,40.0,,W,,,,,,,
Prunus samydoides,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus sargentii,,,,,,,tree,,,False,perennial,,W,,,,,,,
Prunus schlechteri,,,,,,,tree,,,,,,W,,,,,,,
Prunus schneideriana,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus sclerophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus scoparia,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus serotina,gelblichweiß,hermaphroditic,,,drupe,,Stem erect,3.0,3.0,False,long lived perennial >= 50 yrs.,186.0,woody,,,,yes,21.0,hypogeal,diffuse
Prunus serrula,,,,,,,tree,,,,,,woody,,,,,,,
Prunus serrulata,,,,,,,Tree,,3.0,False,,,W,,,,,,,
Prunus setulosa,,,,,,,Shrub,,,,perennial,,woody,,,,,,,
Prunus sibirica,,,,,,,Tree,,,False,,,W,,,,,,,
Prunus sieboldii,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus simonii,,,,,,,Tree,,,False,,,,,,,,,,
Prunus speciosa,,,,,,,tree,,,,,,woody,,,,,,,
Prunus spicata,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus spinosa,weiß,hermaphroditic,,,drupe,,tree / shrub,,0.5,False,perennial,,3,,,,absolute,,,semi-ring-porous
Prunus spinosissima,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus spinulosa,,,,,,,Shrub,,,,,,woody,,,,,,,
Prunus ssiori,,,,,,,tree,,,,,,W,,,,,,,
Prunus stellipila,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus stipulacea,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus stipulata,,,,,,,Tree,,,,,,,,,,,,,
Prunus subcordata,,,,,,,shrub,,,,perennial,,W,,,,,,,
Prunus subcoriacea,,,,,,,Tree,,,,,,,,,,,,,
Prunus subcorymbosa,,,,,,,Tree,,,,,,,,,,,,,
Prunus subglabra,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus subhirtella,,,,,,,Tree,,,False,,,W,,,,,,,
Prunus susquehanae,,,,,,,Shrub,,,,,,,,,,,,,
Prunus szechuanica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus tadzhikistanica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus takesimensis,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus tangutica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus tartarea,,,,,,,Tree,,,,,,,,,,,,,
Prunus tatsienensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus tenella,,,,,,,Shrub,,0.2,False,,,woody,,,,,,,
Prunus tetradenia,,,,,,,Tree,,,,,,,,,,,,,
Prunus texana,,,,,,,Shrub,,,,,,,,,,,,,
Prunus tomentosa,,,,,,,shrub,,,False,perennial,,woody,,,,,,,
Prunus trichamygdalus,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus trichantha,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus trichostoma,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus triloba,,,,,,,Shrub,,,False,,,W,,,,,,,
Prunus tucumanensis,,,,,,,Tree,,,,,,W,,,,,,,
Prunus turcomanica,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus turfosa,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus turneriana,,,,,,,tree/woody,,,,perennial,,W,,,,,,,
Prunus ulei,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus ulmifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus umbellata,,,,,,,Tree,,,False,,,woody,,,,,,,
Prunus undulata,,,,,,,shrub,,,,,,W,,,,,,,
Prunus vachuschtii,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus velutina,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus verrucosa,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus versteeghii,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus virginiana,,hermaphroditic,,,drupe,,Stem erect,,,,always pluriennial-pollakanthic,,woody,,,,,,,diffuse-porous
Prunus walkeri,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus wallaceana,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus webbii,,,,,,,Tree shrub intermediate,,,,,,woody,,,,,,,
Prunus wilsonii,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus yunnanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Prunus zippeliana,,,,,,,W,,,,,,W,,,,,,,
Psidium acutangulum,,,,,,,tree,,,,perennial,,woody,,,,,,,
Psidium amplexicaule,,,,,,,T,,,,,,W,,,,,,,
Psidium australe,,,,,,,Shrub,,,,,,,,,,,,,
Psidium calyptranthoides,,,,,,,Tree,,,,,,,,,,,,,
Psidium cattleyanum,,,,,,,woody,,,,,,W,,,,,,,
Psidium densicomum,,,,,,,Shrub,,,,,,,,,,,,,
Psidium friedrichsthalianum,,,,,,,tree,,,,,,woody,,,,,,,
Psidium fulvum,,,,,,,Tree,,,,,,,,,,,,,
Psidium grandifolium,,,,,,,Shrub,,,,,,,,,,,,,
Psidium guajava,,,,,,,tree,,,,perennial,,Woody,,,,,,,
Psidium guineense,,,,,,,Tree,,,,,,W,,,,,,,
Psidium guyanense,,,,,,,Tree,,,,,,,,,,,,,
Psidium hypoglaucum,,,,,,,Shrub,,,,,,,,,,,,,
Psidium kennedyanum,,,,,,,Tree,,,,,,,,,,,,,
Psidium laruotteanum,,,,,,,Shrub/Subshrub,,,,,,,,,,,,,
Psidium longipetiolatum,,,,,,,Free-standing,,,,,,,,,,,,,
Psidium maribense,,,,,,,Shrub,,,,,,,,,,,,,
Psidium montanum,,,,,,,Free-standing,,,,,,,,,,,,,
Psidium nutans,,,,,,,Shrub,,,,,,,,,,,,,
Psidium oligospermum,,,,,,,T,,,,,,,,,,,,,
Psidium rostratum,,,,,,,Tree,,,,,,,,,,,,,
Psidium rutidocarpum,,,,,,,Tree,,,,,,,,,,,,,
Psidium salutare,,,,,,,Shrub,,,,,,,,,,,,,
Psidium sintenisii,,,,,,,Tree,,,,,,,,,,,,,
Psidium striatulum,,,,,,,Shrub,,,,,,,,,,,,,
Pterocarya fraxinifolia,,,,,,,Tree,,,False,,,woody,,,,,,,
Pterocarya hupehensis,,,,,,,Tree,,,False,,,W,,,,,,,
Pterocarya macroptera,,,,,,,Tree,,,,,,W,,,,,,,
Pterocarya rhoifolia,,,,,,,Tree,,,False,,,woody,,,,,,,
Pterocarya stenoptera,,,,,,,Tree,,,False,perennial,,W,,,,,,,
Pterocarya tonkinensis,,,,,,,Tree,,,,200.0,,W,,,,,,,
Pyrus acutiserrata,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus armeniacifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus austriaca,,,,,,,Tree,,,,,,woody,,,,,,,
Pyrus betulifolia,,,,,,,Shrub,,,,no,,W,,,,,,,
Pyrus boissieriana,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus bourgaeana,,,,,,,Tree,,,,,,woody,,,,,,,
Pyrus bretschneideri,,,,,,,Tree,,,False,,,,,,,,,,
Pyrus browiczii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus calleryana,,,,,,,Tree,,,False,,,W,,,,,,,
Pyrus chosrovica,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus communis,weiß,hermaphroditic,,,pome,,Stem erect,,10.0,False,always pluriennial-pollakanthic,,woody,,,,,,,
Pyrus complexa,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus cordata,,,,,,,Stem erect,,,,Perennial,,woody,,,,,,,
Pyrus costata,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus demetrii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus elaeagnifolia,,,,,,,tree,,,,,,woody,,,,,,,
Pyrus elaeagrifolia,,,,,,,Tree,,,False,,,,,,,,,,
Pyrus elata,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus eldarica,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus fedorovii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus ferganensis,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus georgica,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus glabra,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus grossheimii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus hajastana,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus hopeiensis,,,,,,,Tree,,,False,,,,,,,,,,
Pyrus hyrcana,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus jacquemontiana,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus ketzkhovelii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus korshinskyi,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus mazanderanica,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus medvedevii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus megrica,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus nivalis,,,,,,,Stem erect,,10.0,False,,,woody,,,,,,,
Pyrus nutans,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus oxyprion,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus pashia,,,,,,,Tree,,,False,600.0,,W,,,,,,,
Pyrus phaeocarpa,,,,,,,Tree,,,False,,,,,,,,,,
Pyrus pseudopashia,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus pyrifolia,,,,,,,Tree,,,False,perennial,,W,,,,,,,
Pyrus regelii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus sachokiana,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus salicifolia,,,,,,,Tree,,,False,,,woody,,,,,,,
Pyrus sinkiangensis,,,,,,,Tree,,,,,,,,,,,,,
Pyrus sosnovskyi,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus spinosa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Pyrus syriaca,,,,,,,Tree,,,,,,W,,,,,,,
Pyrus tadshikistanica,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus takhtadzhianii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus tamamschiannae,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus theodorovii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus trilocularis,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus turcomanica,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus tuskaulensis,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus ussuriensis,,,,,,,Tree,,,False,,,W,,,,,,,
Pyrus voronovii,,,,,,,Free-standing,,,,,,,,,,,,,
Pyrus xerophila,,,,,,,Tree,,,False,,,W,,,,,,,
Pyrus zangezura,,,,,,,Free-standing,,,,,,,,,,,,,
Quercus acatenangensis,,,,,,,trees,,,,,,,,,,,,,
